row,paper_id,title,has_technique,technique_name,channel,consequence,is_extension_of,confidence,notes
190,bd8d64d442ec88eaf5c3117e3700e61021db0587,Mind Mapping Prompt Injection: Visual Prompt Injection Attacks in Modern Large Language Models,Y,Mind Mapping Prompt Injection,cross-modal,goal-hijack,,high,"Visual prompt injection technique named directly in the title/abstract; source Excel row had an empty technical_summary field so algorithmic details are limited, but the paper clearly coins and studies this specific named technique."
191,177137fd3d07855a6fa2e0bdcee3606d0159fa3d,PISanitizer: Preventing Prompt Injection to Long-Context LLMs via Prompt Sanitization,N,,tool-output,goal-hijack,,high,"PISanitizer is a prompt-sanitization defense for long-context LLMs, not a new attack."
192,b2e0ad150cff50c033b323e6e415ad7464d88328,Rag and Roll: An End-to-End Evaluation of Indirect Prompt Manipulations in LLM-based Application Frameworks,N,,RAG,goal-hijack,,low,"First comprehensive end-to-end security evaluation of RAG pipelines against document-poisoning/indirect prompt manipulation attacks, verifying whether retrieval-rank boosting actually translates into a hijacked final response; primarily an evaluation-methodology contribution measuring existing attacks' end-to-end impact rather than a new attack algorithm."
193,2f6de8291c9a803faa7f7a33c74f4a2a3debd83b,Neural Exec: Learning (and Learning from) Execution Triggers for Prompt Injection Attacks,Y,Neural Exec,tool-output,goal-hijack,GCG (Greedy Coordinate Gradient),high,"Reframes construction of PI 'execution triggers' (prefix+suffix wrapper forcing an LLM to treat an injected payload as an instruction) as a differentiable, GCG-style discrete optimization problem rather than manual prompt engineering, with teacher-forced log-likelihood and positional decay weighting."
194,165921d2aa4f1d110d25d488ea8b205d134b16e6,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,Y,Prompt Infection,multi-agent,goal-hijack,,high,"Foundational paper revealing that IPI in multi-agent LLM systems can self-replicate across interconnected agents like a computer virus, propagating malicious instructions agent-to-agent through normal communication channels rather than compromising just one agent."
195,5b3f710d1923323a0113f6db056aa712a04b0f13,SecInfer: Preventing Prompt Injection via Inference-time Scaling,N,,tool-output,goal-hijack,,high,"SecInfer is a prevention defense against PI via inference-time scaling/compute allocation, not a new attack."
196,9cfaa1cad9f1601bdd75d1de89dd56e18f24ff58,Defense Against Prompt Injection Attack by Leveraging Attack Techniques,N,,tool-output,goal-hijack,,high,"Repurposes known attack templates as 'shield prompts' for defense, not a new attack."
197,676249718345ab1e716d0a789084c085cab576c7,Embedding-based classifiers can detect prompt injection attacks,N,,tool-output,goal-hijack,,high,"Investigates lightweight embedding-based classifiers for PI detection, a defense not an attack."
198,f16917914c847b8e03594ccedc233e8f88cb3ccd,PromptSleuth: Detecting Prompt Injection via Semantic Intent Invariance,N,,tool-output,goal-hijack,,high,"PromptSleuth is a semantic-intent-invariance detection defense against PI, not a new attack."
199,1db392d42f020925561c0686ec24831fcd78bcae,PIShield: Detecting Prompt Injection Attacks via Intrinsic LLM Features,N,,tool-output,goal-hijack,,high,"PIShield is a detection defense exploiting intrinsic LLM residual-stream features, not a new attack."
200,f09cf00b20b1f176b4bc90241cd71bda687da2a9,Preventing Prompt Injection with Type-Directed Privilege Separation,N,,tool-output,goal-hijack,,high,"Type-directed privilege separation is a system-level defense against PI, not a new attack."
201,20d6d4a901b4b535e46e8a086c6a1f64e13948a4,Securing AI Agents Against Prompt Injection Attacks,N,,RAG,goal-hijack,,high,"Proposes a benchmark plus three-layer defense pipeline for RAG PI vulnerabilities; primary contribution is the defense, not a new attack technique."
202,06fa2b9d40f97bd093aa3d21f42828ed82d8f55e,Meticulous Thought Defender: Fine-Grained Chain-of-Thought (CoT) for Detecting Prompt Injection Attacks of Large Language Models,N,,tool-output,goal-hijack,,high,"Meticulous Thought Defender is a CoT-based detection defense against PI, not a new attack (title clear despite empty tech summary)."
203,62cd3a8f6ca307517456320009962a71487666f2,ShadowPlay: Engineering Defenses Against Role-Based Prompt Injection and Dependency Hallucination in LLM-Powered Development,N,,tool-output,goal-hijack,,high,"ShadowPlay engineers defenses against role-based PI and dependency hallucination, a defense not an attack (title clear despite empty tech summary)."
204,7b9f2477dce1435f698b4dfa605c1551e5b08a4e,Cybersecurity AI: Hacking the AI Hackers via Prompt Injection,Y,UNNAMED: PI-based counter-attack on offensive AI cybersecurity agents (four-stage attack anatomy + seven-category taxonomy incl. Unicode homograph exploitation),tool-output,goal-hijack,,high,Demonstrates that AI-powered offensive pentesting agents (e.g. Cybersecurity AI/CAI framework) can be compromised via PI delivered through content they analyze; documents a four-stage attack anatomy and a seven-category attack taxonomy including 'previously undocumented techniques' per the paper (e.g. Unicode homograph exploitation); shows explicit data/instruction separation guardrails can paradoxically increase attack success.
205,045d0a985cbae7f44d7577c8f0d2183406d9a24d,System Prompt Poisoning: Persistent Attacks on Large Language Models Beyond User Injection,Y,System Prompt Poisoning (SPP),direct-input,persistence-backdoor,,high,"Introduces and formally defines a new LLM attack vector distinct from user-prompt injection: corrupts the system prompt itself for persistent, wide-ranging compromise affecting every subsequent user interaction regardless of query."
206,d775531bf0c45fa89cb41e521e77d920f33fcf82,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,N,,cross-modal,goal-hijack,,high,"Cross-Agent Multimodal Provenance-Aware Defense Framework for multi-agent LangChain/GraphChain pipelines; a defense, not an attack."
207,8c72e098e53eddb8e1e8fb05601a03a7b0ca57e0,Breaking the Prompt Wall (I): A Real-World Case Study of Attacking ChatGPT via Lightweight Prompt Injection,Y,UNNAMED: rule-tag semantic reframing template attack ('Breaking the Prompt Wall'),direct-input,goal-hijack,,low,"Real-world case study (not systematic evaluation) proposing a template-based prompting strategy that reframes harmful goals as benign-looking rule sets (e.g. <rule> tags) for semantic stealthiness and cross-model transferability, demonstrated via three real-world ChatGPT/GPTs injection vectors; borderline since the paper itself cites prior work on near-universal single-template attacks, so novelty of the core template mechanism vs. application is unclear."
208,b780b02d8efd54751a3af61374638bc3d80eb722,AgentTypo: Adaptive Typographic Prompt Injection Attacks against Black-box Multimodal Agents,Y,AgentTypo,cross-modal,goal-hijack,,high,"Black-box red-teaming framework performing adaptive typographic PI against multimodal (LVLM) web agents by embedding optimized adversarial text directly into webpage images, distinct from raw-HTML text injection and from CLIP-based adversarial image perturbations."
209,ca09b6c6b7233a4547d59841cffa115a083d9121,The Comprehensive Review on Prompt Injection Attacks and Defense Mechanisms in Large Language Models,N,,direct-input,goal-hijack,,high,"Comprehensive review of PI attacks and defenses; survey, no new attack technique."
210,af911725f2032ad6b8cb7d5c01fd7fb6e404e4ef,LLM Firewall Using Validator Agent for Prevention Against Prompt Injection Attacks,N,,RAG,goal-hijack,,high,LLM Firewall using a validator agent to prevent PI; a defense (title clear despite empty tech summary).
212,65d9d85b86ce1b8c3dd01a446ebf28d99fd26bdd,DRIP: Defending Prompt Injection via Token-wise Representation Editing and Residual Instruction Fusion,N,,tool-output,goal-hijack,,high,"DRIP is a representation-editing/residual-fusion defense against PI, not a new attack."
213,8f899eda5a2d8df504d805dcf8d6e5dd9e15d68c,Adversarial and Multilingual Threats in Retrieval-Augmented Generation: From Prompt Injection to Model Exploitation,N,,RAG,goal-hijack,,low,"Empty tech summary; title/abstract ('Adversarial and Multilingual Threats in RAG: From Prompt Injection to Model Exploitation') suggests a survey/analysis of existing threats rather than a new attack technique, but data is sparse."
214,1115a843e8f3d142180f807c97f71cde65d2ad12,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,Y,MAD-Spear (Conformity-Driven Prompt Injection Attack),multi-agent,goal-hijack,,high,"Targeted PI attack against multi-agent debate (MAD) systems; compromises only a small subset of agents via injection, drawing on Sybil-attack concepts from distributed systems to make compromised agents impersonate/manufacture apparent majority consensus."
215,1eed09698c6facc20b3c98b09e997a1f09076603,OET: Optimization-based prompt injection Evaluation Toolkit,N,,tool-output,goal-hijack,,high,"OET is a modular benchmarking/evaluation toolkit for adaptive PI attacks and defenses, not a new attack technique itself."
216,0ca1b5ccfc5cc3aeb869f45654dd7fa7fed3e188,SHIELD: Security against Harmful Prompt Injection Evaluation and Language Detection Leveraging Ensemble Approach,N,,tool-output,goal-hijack,,high,"SHIELD is an ensemble-based PI detection/evaluation defense, not an attack (title clear despite empty tech summary)."
217,e705134eb7e44fe99ef387209266b6738bb5273b,AttnTrace: Contextual Attribution of Prompt Injection and Knowledge Corruption,N,,RAG,goal-hijack,,high,"AttnTrace is an attention-based context-attribution/traceback method (forensics/detection), not an attack."
218,arxiv:2607.24006,Agentic Cloud Decoys: A Deception-Driven Framework for Autonomous Intrusion Investigation,N,,tool-output,goal-hijack,,high,"Cloud Decoy AI Agent is a deception/honeypot-based cloud intrusion-investigation defense framework, not a prompt-injection attack technique."
219,arxiv:2607.23532,Mission-Level Runtime Assurance for LLM-Assisted ISR Swarms over a Verification-Aware Fabric,N,,multi-agent,goal-hijack,,high,"Mission-level runtime assurance framework for LLM-assisted ISR robot swarms; a defense/assurance architecture, not a new attack."
220,arxiv:2607.10712,Distributed Denial of Science: How Indirect Data Poisoning of AI Systems Can Industrialize Scientific Fraud,Y,Indirect Data Poisoning (Distributed Denial of Science),RAG,silent-corruption,,high,"Introduces and empirically validates a novel attack in which a remote adversary weaponizes honest use of autonomous AI research agents to industrialize scientific fraud at scale, modeled on historical corporate scientific-fraud campaigns; requires only an open, loosely-moderated data ecosystem plus a few other preconditions."
221,arxiv:2606.30755,Understanding and Evaluating Claw-like Agent Security Through a Computer-Systems Lens,N,,tool-output,goal-hijack,,high,"SafeClawArena is a 406-task adversarial benchmark for system-level security of 'Claw-like' persistent AI agents, not a new attack technique."
222,arxiv:2606.28791,From Determinism to Delegation: AI-Native Software Engineering and the Evolution of the Agentic Engineer,N,,tool-output,goal-hijack,,high,Single-author position paper on 'AI-Native Software Engineering' paradigm shift and the 'Agentic Engineer' role; not attack-related.
223,arxiv:2603.19469,A Framework for Formalizing LLM Agent Security,N,,tool-output,goal-hijack,,high,"Formalizes LLM agent security as inherently contextual, critiquing existing attack definitions; a conceptual/framework paper, no new attack technique."
224,arxiv:2603.17639,VeriGrey: Greybox Agent Validation,Y,VeriGrey (grey-box agent fuzzing for IPI),tool-output,goal-hijack,grey-box software fuzzing (AFL/LibFuzzer/OSS-Fuzz),high,"Adapts grey-box software fuzzing methodology to systematically test LLM agents for security vulnerabilities (particularly IPI), using observed tool-invocation sequences as a grey-box feedback function analogous to code coverage -- a meaningful novel adaptation of an existing methodology to a new attack-discovery domain."
225,arxiv:2510.08829,CommandSans: Securing AI Agents with Surgical Precision Prompt Sanitization,N,,tool-output,goal-hijack,,high,"CommandSans is a token-level sanitization defense against IPI, not a new attack."
226,arxiv:2510.05442,Adversarial Reinforcement Learning for Large Language Model Agent Safety,N,,tool-output,goal-hijack,,low,ARLAS co-trains an attacker LLM and defender LLM via reinforcement learning as a two-player zero-sum Markov game; framed primarily as an agent-safety/defense training method (title: 'for LLM Agent Safety') where the attacker is an adversarial-training component rather than the paper's own named attack contribution -- similar reasoning to the Gemini defense report (row 177).
227,arxiv:2509.00124,A Whole New World: Creating a Parallel-Poisoned Web Only AI-Agents Can See,Y,Parallel-Poisoned Web (fingerprinting + website cloaking against AI web agents),tool-output,goal-hijack,,high,"Novel attack vector combining browser/device fingerprinting with website cloaking (previously used for black-hat SEO/phishing) repurposed to detect and selectively serve poisoned content only to autonomous web-browsing LLM agents, exploiting agents' unusually homogeneous digital fingerprints relative to human browsers."
228,arxiv:2504.20984,ACE: A Security Architecture for LLM-Integrated App Systems,N,,tool-output,goal-hijack,,high,"ACE (Abstract-Concrete-Execute) is a secure architecture restructuring the plan-execute paradigm into strictly separated phases, a defense not an attack."
229,arxiv:2503.12188,Multi-Agent Systems Execute Arbitrary Malicious Code,Y,MAS hijacking,multi-agent,goal-hijack,,high,"New class of control-flow hijacking attacks against LLM-based multi-agent systems, distinct from jailbreaking/IPI/prompt infection; exploits that MAS orchestrators blindly trust status/error metadata reported by sub-agents that processed adversarial content, a confused-deputy-style vulnerability."
230,c17678b39d95c7d80e0bca0dcebfe72ad8d30395,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,N,,tool-metadata,goal-hijack,,high,"Comprehensive client-side security analysis of MCP using formal STRIDE/DREAD threat modeling across five architectural components; a systematic threat-modeling/analysis paper cataloging vulnerability classes, not a single new attack technique."
231,f49a3d773c41cb6943f94e26147f60fc51648d4e,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,Y,MCP-ITP (Implicit Tool Poisoning),tool-metadata,goal-hijack,,high,"First automated, adaptive black-box framework for 'implicit tool poisoning' attacks against MCP agents -- a stealthier variant where the poisoned tool is never directly invoked; instead its registered metadata description is crafted purely to manipulate agent behavior toward other legitimate tools."
232,96146fc642ef28da0ad11f620d5d2d6e4719e4b2,Think Twice Before You Act: Protecting LLM Agents Against Tool Description Poisoning via Isolated Planning,Y,Cross-Tool Description Poisoning,tool-metadata,goal-hijack,,low,"Formalizes a new attack in which an adversary manipulates a non-critical tool's description metadata to steer an agent's planner into maliciously invoking a different, safety-critical tool, without the poisoned tool ever being selected itself; paper's headline contribution is the Isolated Planning defense, but the attack is explicitly formalized/named as its own concept -- similar dual attack+defense pattern to BadRAG."
233,08cec247465505fc4fb5ac6ab841c2b29a3c0477,Semantic Attacks on Tool-Augmented LLMs: Securing the Model Context Protocol Against Descriptor-Level Manipulation,Y,UNNAMED: descriptor-level semantic manipulation attack (MCP tool-selection bias),tool-metadata,goal-hijack,,low,"Identifies and formalizes a previously underexplored MCP-specific semantic attack surface: subtle wording manipulations in natural-language tool descriptors bias agent tool selection/interpretation independent of user input, schema validity, or code compromise; paper title emphasizes 'Securing MCP' so defense may be co-equal contribution -- flagged low confidence on whether attack or defense is the primary novel contribution."
236,5f4efbe3aae1d8f44ceab1da257ae685d6beb00b,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,N,,tool-output,goal-hijack,,high,"Agent Security Bench (ASB) is a benchmark formalizing/unifying five existing attack categories across the agent pipeline, not a new attack technique."
238,299ec08b60dbb993f96cf45c011c387477e3f9c8,Automatic Red Teaming LLM-Based Agents With Model Context Protocol Tools,Y,AutoMalTool,tool-metadata,goal-hijack,,high,"First automated red-teaming framework for systematically generating malicious MCP tools (tool poisoning via metadata rather than executable code), analogous in kind to AgentVigil/MUZZLE-style automated attack-discovery frameworks but targeting MCP tool generation specifically."
239,1763949de4f182019fdf2f21a101f60df339dd59,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,Y,"Parasitic Toolchain Attacks (MCP Unintended Privacy Disclosure, MCP-UPD)",supply-chain,goal-hijack,,high,"New class of privacy-leakage attacks against the MCP ecosystem exploiting composition of multiple independently benign, legitimate MCP tools/servers into an emergent malicious workflow, unlike prior work limited to a single compromised server."
240,20627abfd2d5c40b44943308416639776437422c,SMCP: Secure Model Context Protocol,N,,tool-metadata,goal-hijack,,high,"SMCP is a protocol-native security extension (defense) to MCP addressing identity management and continuous security, not a new attack."
241,f33145d5be89134729b8ef1a56f3b80142967b21,SoK: Trust-Authorization Mismatch in LLM Agent Interactions,N,,tool-metadata,goal-hijack,,high,"SoK formalizing trust-authorization mismatch in LLM agent protocols (MCP/A2A) with undecidability proofs; a systematization paper, no new attack technique."
242,3ae6d1c79e243917bbf3e922075fdfdfe7b41ea9,Are AI-assisted Development Tools Immune to Prompt Injection?,N,,tool-output,goal-hijack,,high,"First empirical security analysis of tool-poisoning-vector PI across seven real-world MCP clients; an empirical evaluation study using the existing tool-poisoning technique, not a new attack algorithm."
243,37c56b578604d3dea4d86ae9bf1a76cdbff5129e,ASTRIDE: A Security Threat Modeling Platform for Agentic-AI Applications,N,,tool-output,goal-hijack,,high,"ASTRIDE is an automated threat-modeling platform extending STRIDE for agentic AI, a methodology/tool not a new attack."
244,2807699637e2c8607140926412e00276415f21e9,Cisco Integrated AI Security and Safety Framework Report,N,,tool-output,goal-hijack,,high,"Cisco's Integrated AI Security and Safety Framework Report; an industry taxonomy/framework, no new attack technique."
245,f5fa4852ded771092858856b14f0f59443479be5,MCP-Scanner: Detecting Security Risks in Model Context Protocol Systems,N,,tool-metadata,goal-hijack,,high,"MCP-Scanner is a security-risk detection tool for MCP systems, a defense not an attack (title clear despite empty tech summary)."
246,da624c880489e9a95dd3a8fb0fa5f541780de209,"Governance Architecture for Autonomous Agent Systems: Threats, Framework, and Engineering Practice",N,,tool-output,goal-hijack,,high,"Layered Governance Architecture (LGA) is a four-layer defense-in-depth framework, not a new attack."
247,cc8a1ebd5ce98084b9f1fa2768d3a6535caf6fae,ShieldNet: Network-Level Guardrails against Emerging Supply-Chain Injections in Agentic Systems,N,,supply-chain,goal-hijack,,low,"Identifies a supply-chain threat category (code-level malicious behavior embedded in third-party MCP tool implementations, invisible at the semantic/interface level) and builds SC-Inject-Bench, but the underlying 25+ attack-type taxonomy is explicitly derived from the existing MITRE ATT&CK framework rather than newly invented; paper's own headline contribution is the ShieldNet defense -- flagged low confidence as the semantically-invisible malicious-tool-implementation threat category could be a candidate for dedup review."
248,facc2733471db019519b9fb35eca7c4ef21f1f3d,"Isolation as a First-Class Principle for LLM-Agent System Safety: Concepts, Taxonomy, Challenges and Future Directions",N,,tool-output,goal-hijack,,high,Survey/taxonomy paper proposing isolation as a first-class organizing principle for LLM-agent safety; no new attack technique.
249,95aaa050dbe2b2006d1fca13a3191903acfa654d,ChannelGuard: Safe Models Do Not Compose into Safe Multi-Agent Systems,N,,multi-agent,goal-hijack,,high,"ChannelGuard argues safe individual models don't compose into safe multi-agent systems and addresses unmonitored inter-agent channels; a defense-motivating analysis/framework, not a new attack."
250,5c204b2421d05b83d3c96a6c515cc03143073935,PoisonedRAG: Knowledge Poisoning Attacks to Retrieval-Augmented Generation of Large Language Models,Y,PoisonedRAG,RAG,goal-hijack,,high,"Title and framing ('Knowledge Poisoning Attacks to RAG') match the well-known PoisonedRAG technique from row 5 (Zou et al.); source Excel row had an empty technical_summary field, likely a duplicate paper-corpus entry for the same underlying work -- flagging for dedup step to confirm/merge with row 5."
251,32f24af87e890011ed3e11194ba53e8dd53afbe0,ControlNET: A Firewall for RAG-based LLM System,N,,RAG,goal-hijack,,high,"ControlNet is an AI firewall defense for RAG systems plus a taxonomy of five known RAG risk categories, not a new attack technique."
252,545f3e11c19b0abfe8352a783365e4822ca8a7ce,Defending Against Knowledge Poisoning Attacks During Retrieval-Augmented Generation,N,,RAG,goal-hijack,,high,"Filtration-based defense specifically against the existing PoisonedRAG knowledge-poisoning attack, not a new attack."
253,bcc321fb567cfe7378d37a260be004f23617f080,"Vulnerabilities and Risk Analysis of Multi-Agentic AI-RAG in Autonomous Vehicle Reinforcement Learning Frameworks: Safety Mitigation in Training, Simulation, and Real-World Testing",N,,RAG,goal-hijack,,low,"Empty tech summary; title 'Vulnerabilities and Risk Analysis of Multi-Agentic AI-RAG in Autonomous Vehicle RL Frameworks: Safety Mitigation...' suggests a risk-analysis/safety paper rather than a new attack technique, but data is sparse."
254,9265b1252bde8bf36ecd4213e17646c04586963d,RAG-H: A RAG-Hardened SOC Framework for Trustworthy Threat Intelligence and AI Defence,N,,RAG,goal-hijack,,high,"RAG-H is a RAG-hardened SOC framework for threat intelligence and defense, not a new attack (title clear despite empty tech summary)."
255,ac4d3cc1cd6289702d7ab3cb54bda5e17506224d,Salience Induction against Multi-Hop RAG Agents: Threat and Defense,Y,Salience Induction,RAG,goal-hijack,,high,"Novel, truth-preserving attack surface against agentic multi-hop RAG systems, orthogonal to content poisoning (false facts) and prompt injection (imperative directives): manipulates how factually correct object-value bindings are resolved from free-form textual cues at each reasoning hop."
256,141d242563718b4677b350f6a89fd28172de1845,Enterprise Search Portals: Hybrid RAG at Scale for Compliance-Sensitive Knowledge Work,N,,RAG,silent-corruption,,low,"Empty tech summary; title 'Enterprise Search Portals: Hybrid RAG at Scale for Compliance-Sensitive Knowledge Work' suggests a systems/deployment paper rather than a new attack technique, but data is sparse."
257,63f6b63c1fa113768d60a6a383654dd109468187,PIDP-Attack: Combining Prompt Injection with Database Poisoning Attacks on Retrieval-Augmented Generation Systems,Y,PIDP-Attack,RAG,goal-hijack,PoisonedRAG (adds prompt-injection component to corpus poisoning),high,"Compound, query-agnostic attack on RAG combining prompt injection (query-path manipulation) with database/corpus poisoning (corpus-path manipulation) in one adversarial suffix, unlike prior poisoning attacks (e.g. PoisonedRAG) that require knowing the target query in advance."
