row,paper_id,title,has_technique,technique_name,channel,consequence,is_extension_of,confidence,notes
804,c8bbbde5345092e81bfd17ad60456cd1f1ca4fdc,"AprielGuard",N,,tool-output,goal-hijack,,high,"Unified safeguard/moderation model (defense), no new attack"
805,64db5497a9b02734cdb6766268ce8929d98c8c20,"A Reproducible Benchmark for Prompt Injection Vulnerability Assessment in Small-To-Medium Language Models",N,,tool-output,goal-hijack,,high,"Reproducible benchmarking infrastructure using existing adversarial prompt sources, no new attack"
807,0e465e7e8502cc8ff9c8272d1cc74ec034353ecb,"AgentSight: System-Level Observability for AI Agents Using eBPF",N,,tool-output,goal-hijack,,high,"System-level observability/monitoring defense tool, no new attack"
808,a90f9700a2e055b5380ec24f2a32c0ae357c635e,"Agent Safety Alignment via Reinforcement Learning",N,,tool-output,goal-hijack,,high,"Unified safety-alignment training defense for tool-using agents, no new attack"
813,d68f4ce9fe1184e74e6cb59493f8cb3ec2265f98,"ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback",N,,tool-output,goal-hijack,,high,"Guardrail model (TS-Guard) plus benchmark (TS-Bench), no new attack"
816,a3be45ad07ac98246029dc5c0a504f9314eec5b6,"Zero-Shot Tokenizer Transfer for Targeted Attacks on Retrieval-Augmented Generation",Y,ZBEAST,RAG,goal-hijack,BEAST,high,"Novel adaptation of Beam Search-Based Adversarial attacks (BEAST) to generate malicious documents for RAG settings via zero-shot tokenizer transfer"
817,970b68c0d7422d9d8efda0006bfb57d6abd7244a,"SD-RAG: A Prompt-Injection-Resilient Framework for Selective Disclosure in Retrieval-Augmented Generation",N,,RAG,data-exfiltration,,high,"Selective-disclosure defense framework applied at retrieval phase, no new attack"
818,75012c31dc32c879fbbae669b6119efc4198b095,"SafeSearch: Automated Red-Teaming of LLM-Based Search Agents",Y,SafeSearch,tool-output,goal-hijack,,high,"Novel scalable, cost-efficient automated red-teaming framework generating risk-inducing unreliable-search-result scenarios for search agents, addressing scalability/coverage limits of prior human-crafted or direct-query red-teaming approaches"
819,32aa80580c3152691ade3ce65f523ee15948312a,"Multi-Layered Framework for LLM Hallucination Mitigation in High-Stakes Applications: A Tutorial",N,,direct-input,silent-corruption,,high,"Defense/tutorial on hallucination mitigation, no new attack"
822,bc4945c17eae91b1333b531296178f6a7847aa05,"TraceSafe: A Systematic Assessment of LLM Guardrails on Multi-Step Tool-Calling Trajectories",N,,tool-output,goal-hijack,,high,"Benchmark (TraceSafe-Bench) with a novel data-construction methodology, but for evaluating guardrails, not a new attack technique against agents"
824,f25f0e35058d5a112115f83a6cbb3d3ba16ded42,"Defeating Prompt Injections by Design",N,,tool-output,goal-hijack,,high,"CaMeL is a well-known structural defense (control-flow/access/information-flow), no new attack"
825,b218404297f0354484180d0c803ff73c368fb718,"Agent Skill Security: Threat Models, Attacks, Defenses, and Evaluation",N,,skill,goal-hijack,,high,"SkillSec-Eval is a lifecycle-aware evaluation framework testing known attack patterns (e.g. Sybil attacks) across skill lifecycle stages, no fundamentally new attack technique"
826,9157268c9fede51f4c2f051df0b8092d2472e32f,"Inference-Time Backdoors via Chat Templates: From LLM Supply Chains to Agentic System Compromise",Y,"UNNAMED: chat-template inference-time backdoor",supply-chain,persistence-backdoor,,high,"Novel backdoor attack surface via the Jinja2 chat-template executable bundled in GGUF model artifacts, requiring neither training-pipeline nor deployment-infrastructure access -- only redistribution of a modified artifact"
827,3f47521e7f448d514a02d341f4cc5d71341cc884,"SecurePrompt – Detecting and Mitigating Prompt Attacks",N,,tool-output,goal-hijack,,high,"Multi-layer detection/mitigation defense architecture, no new attack"
829,9832eb62e0b3d826d21445fc1fd2fcf6ced7d41a,"Data Extraction Attacks in Retrieval-Augmented Generation via Backdoors",Y,"UNNAMED: backdoor-based RAG data extraction attack",RAG,data-exfiltration,,high,"First backdoor-based (rather than prompt-injection-based) data extraction attack against RAG knowledge databases, explicitly addressing the model-dependence weakness of prior instruction-following-based extraction attacks"
830,c45754dd5abad1e421b48b8c59baefb53f17e288,"Blockchain for Large Language Model Security and Safety: A Holistic Survey",N,,tool-output,goal-hijack,,high,"Survey of blockchain-based LLM security approaches, no new attack"
831,c157f40ed322da549b9fe31de69b4fb81428d9ce,"SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines",N,,RAG,data-exfiltration,,high,"Leakage-prevention defense framework, no new attack"
845,bdf313d3bd456b01a46b994ea9b23a5d05ba4c07,"IHDec: Divergence-Steered Contrastive Decoding for Securing Multi-Turn Instruction Hierarchies",N,,tool-output,goal-hijack,,high,"Diagnoses 'Role-Influence Inversion' and fixes it via contrastive decoding defense, no new attack technique"
850,4e99a6febc187afd67b1c76182196c61fe18a79a,"External Experience Serving in Production LLM Systems: A Deployment-Oriented Study of Quality-Cost Trade-offs",N,,memory,reasoning-corruption,,high,"Non-adversarial deployment/efficiency study of context injection trade-offs, not a security attack paper"
858,2d779d8a0d97b2bd86e6421c6dd60576345ec066,"Can It Reach the Generator? Investigating the Survival of Prompt-Injection Attacks in Realistic RAG Settings",N,,RAG,goal-hijack,,high,"Re-evaluates existing GEO prompt-injection attacks under a more realistic retrieval/reranking pipeline; methodology/evaluation contribution, no new attack"
900,a2c32e9b0c807aeb9c147707a96aba15474294ef,"From Transcripts to AI Agents: Knowledge Extraction, RAG Integration, and Robust Evaluation of Conversational AI Assistants",N,,RAG,reasoning-corruption,,high,"Application/engineering paper for building a conversational assistant, not a security attack paper"
922,c98b22964aea62c73cd7e330496b07191425da96,"SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication",N,,multi-agent,reasoning-corruption,,high,"Communication-efficiency/pruning optimization for multi-agent systems, not a security attack technique"
941,02a48e14375b6fa7dac43d6a3a205a51ae998f17,"FocusAgent: Simple Yet Effective Ways of Trimming the Large Context of Web Agents",N,,tool-output,reasoning-corruption,,high,"Context-pruning efficiency technique with incidental prompt-injection-defense benefit, no new attack"
968,6928b524b564275fc7855a953d78677d3e66f092,"LLMON: An LLM-native Markup Language to Leverage Structure and Semantics at the LLM Interface",N,,direct-input,reasoning-corruption,,high,"Structured markup-language defense for instruction/data separation, no new attack"
974,fc215eaf1d8b273ad4cae5e4b160d9af722140e1,"An Evaluation of Data Leakage Risks in Tool-Using LLM Agents in Realistic Scenarios",N,,tool-output,data-exfiltration,,high,"Empirical study of non-adversarial (benign-use) data leakage, explicitly distinct from adversarial prompt-injection/jailbreak literature; not an attack technique"
1009,8ba7f2d66ab1cb40af28d1889ffa21f298fa0c52,"Just Testing, Move Along: Evasion of LLM-based System Log Interpretation by Prompt Injection",Y,"UNNAMED: log-interpretation evasion prompt injection (malicious-as-benign misclassification)",tool-output,goal-hijack,,low,"Systematic framework evaluating attack-specific optimized/enriched injections that bias LLM-based SOC log interpretation toward benign classification; overlaps in domain with log-substrate/passive prompt injection papers (rows 680, 705) already logged -- primarily framed as an evaluation study so flagged low confidence"
